model,engine_id,rebuild_id,block,field,diff_type,engine_value,rebuild_value
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,pages,empty_vs_value,12V4000M70-0153,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,pn_excel,empty_vs_value,000125010524,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,pn_new,empty_vs_value,000125010524,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,pn_raw,empty_vs_value,000125010524,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,pn_recomendado,empty_vs_value,000125010524,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,precio,empty_vs_value,0,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,Product Hierarchy,empty_vs_value,Q06,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,qa_revision_updated_at,empty_vs_value,2026-05-24T23:02:22.209Z,
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,qty_units_final,empty_vs_value,,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,rebuild_match_status,expected_rebuild_diff,__undefined__,unique
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,rebuild_source_confidence,expected_rebuild_diff,__undefined__,1
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,rebuild_source_page,expected_rebuild_diff,__undefined__,153
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,rebuild_source_row_index,expected_rebuild_diff,__undefined__,5
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,rebuild_source_warnings,expected_rebuild_diff,__undefined__,"[""multiline-candidate""]"
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,Replacement Type,empty_vs_value,F,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,Seq no,empty_vs_value,0007,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,source_file,empty_vs_value,12V4000M70.xlsx,book_preview_12V4000M70.json
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,source_sheet,empty_vs_value,1,
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,status,empty_vs_value,OK_GESA,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,subst_pnlist_final,empty_vs_value,"000125010500, 000125010518, 000125010521, 000125010513, 000125010517, 06.15010-0212",__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,Superseded Part Number,empty_vs_value,000125010524,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,sust_status_final,empty_vs_value,SI,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,SUST_TIPO,empty_vs_value,New,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,units,empty_vs_value,KGM,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,Valid From Date,empty_vs_value,1994-03-01,__undefined__
12V4000M70,1900940,RB-12V4000M70-000930,legacy_metadata,WEIGHT,empty_vs_value,0.003 KGM,"3,100 g"
12V4000M70,1900942,RB-12V4000M70-000932,identity,ID,expected_rebuild_diff,1900942,RB-12V4000M70-000932
12V4000M70,1900942,RB-12V4000M70-000932,identity,rebuild_legacy_engine_id,expected_rebuild_diff,__undefined__,1900942
12V4000M70,1900942,RB-12V4000M70-000932,identity,Source Page,formatting_diff,153,153
12V4000M70,1900942,RB-12V4000M70-000932,final,weight_final,empty_vs_value,0.008 KGM,"8,300 g"
12V4000M70,1900942,RB-12V4000M70-000932,qa,qa_revision_estado,empty_vs_value,ok,pendiente
12V4000M70,1900942,RB-12V4000M70-000932,qa,qa_revision_accion,critical_missing,copia,
12V4000M70,1900942,RB-12V4000M70-000932,assets,filename_foto,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,ruta_foto,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,esquemas,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,esquemas_circulos,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,esquemas_circulos_all,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,ruta_esquemas_pos,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,assets,exp_imagenes,critical_missing,https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,gesa,critical_missing,SI,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,designation_gesa,critical_missing,WASHER,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,nsn,critical_missing,5310121431138,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,norma,critical_missing,DIN7349,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,normalizado,critical_missing,SI,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,dimensions_gesa,critical_missing,"8,4",__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,gesa,weight_gesa,critical_missing,0.008,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,sust,sust_status,critical_missing,NO,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,sust,sust_hierarchie,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,sust,sust_new_part_number,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,sust,sust_superseded_list,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,atributo2,empty_vs_value,Actualizados,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,book_set,empty_vs_value,12V4000M70,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,categoria,empty_vs_value,12VM70-123,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Cause,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,criterio_pn,empty_vs_value,MATCH_CATALOGO,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Date,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,DD/DTNA,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Denomination (New Part Number),empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Denomination(Cause),empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,depuracion_ts,empty_vs_value,2026-05-06T01:09:01Z,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,detalle_cambio,empty_vs_value,match: 007349008002,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,engine,empty_vs_value,4000,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,existeix_gesa,empty_vs_value,true,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,existeix_sust_new,empty_vs_value,false,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,existeix_sust_old,empty_vs_value,false,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,fg_code,empty_vs_value,123,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,fg_fgs_raw,empty_vs_value,123-05,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,fgs_code_description,empty_vs_value,123 AIR SYSTEM,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,fgs_description,empty_vs_value,AIR SYSTEM,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,FN,formatting_diff,,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,fn_pdf,expected_rebuild_diff,__undefined__,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,gesa_error,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,gesa_final,empty_vs_value,SI,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Hierarchie,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,libro_pag,empty_vs_value,12V4000M70-0153,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,measure_raw,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,MEASUREMENT / STANDARD,empty_vs_value,,"8,4"
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,measurement_final,empty_vs_value,"8,4",__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,model,empty_vs_value,12VM70,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,model_type_pdf,expected_rebuild_diff,__undefined__,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,MODEL/TYPE,formatting_diff,,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,MSTAE,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,MTART,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,MTU,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,New Part Number,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,norma_raw,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,normalizado_error,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,normalizado_final,empty_vs_value,SI,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,normalizado_pdf,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,nsn_error,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,nsn_final,empty_vs_value,5310121431138,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,page4,empty_vs_value,0153,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,pages,empty_vs_value,12V4000M70-0153,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,pn_excel,empty_vs_value,007349008002,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,pn_new,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,pn_raw,empty_vs_value,007349008002,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,pn_recomendado,empty_vs_value,007349008002,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,precio,empty_vs_value,0,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Product Hierarchy,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,qa_revision_updated_at,empty_vs_value,2026-05-24T23:02:22.209Z,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,qty_units_final,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,rebuild_match_status,expected_rebuild_diff,__undefined__,unique
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,rebuild_source_confidence,expected_rebuild_diff,__undefined__,1
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,rebuild_source_page,expected_rebuild_diff,__undefined__,153
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,rebuild_source_row_index,expected_rebuild_diff,__undefined__,7
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,rebuild_source_warnings,expected_rebuild_diff,__undefined__,"[""multiline-candidate""]"
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Replacement Type,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Seq no,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,source_file,empty_vs_value,12V4000M70.xlsx,book_preview_12V4000M70.json
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,source_sheet,empty_vs_value,1,
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,status,empty_vs_value,OK_GESA,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Superseded Part Number,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,sust_status_final,empty_vs_value,NO,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,units,empty_vs_value,KGM,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,Valid From Date,empty_vs_value,,__undefined__
12V4000M70,1900942,RB-12V4000M70-000932,legacy_metadata,WEIGHT,empty_vs_value,0.008 KGM,"8,300 g"
12V4000M70,1900953,RB-12V4000M70-000956,identity,ID,expected_rebuild_diff,1900953,RB-12V4000M70-000956
12V4000M70,1900953,RB-12V4000M70-000956,identity,rebuild_legacy_engine_id,expected_rebuild_diff,__undefined__,1900953
12V4000M70,1900953,RB-12V4000M70-000956,identity,Source Page,formatting_diff,154,154
12V4000M70,1900953,RB-12V4000M70-000956,pdf,fg_fgs_pdf,expected_rebuild_diff,__undefined__,
12V4000M70,1900953,RB-12V4000M70-000956,final,weight_final,empty_vs_value,0.001 KGM,"1,500 g"
12V4000M70,1900953,RB-12V4000M70-000956,final,measure_final,empty_vs_value,8,"A 8,4"
12V4000M70,1900953,RB-12V4000M70-000956,final,norma_final,empty_vs_value,ISO7089,DIN125
12V4000M70,1900953,RB-12V4000M70-000956,final,fg_fgs_final,critical_missing,123-05,
12V4000M70,1900953,RB-12V4000M70-000956,qa,qa_revision_estado,empty_vs_value,ok,pendiente
12V4000M70,1900953,RB-12V4000M70-000956,qa,qa_revision_accion,critical_missing,copia,
12V4000M70,1900953,RB-12V4000M70-000956,assets,filename_foto,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,ruta_foto,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,esquemas,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,esquemas_circulos,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,esquemas_circulos_all,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,ruta_esquemas_pos,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,assets,exp_imagenes,critical_missing,https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,gesa,critical_missing,SI,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,designation_gesa,critical_missing,WASHER,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,nsn,critical_missing,5310121494353,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,norma,critical_missing,ISO7089,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,normalizado,critical_missing,SI,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,dimensions_gesa,critical_missing,8,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,gesa,weight_gesa,critical_missing,0.001,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,sust,sust_status,critical_missing,SI,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,sust,sust_hierarchie,critical_missing,New,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,sust,sust_new_part_number,critical_missing,000125008427,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,sust,sust_superseded_list,critical_missing,"000125008423, 000125008418, 5620980576, 000N06195/1, 000N13194/1, 000125008413, 000125008417, 06.15010-0211, 125008427, 00125008427",__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,atributo2,empty_vs_value,Actualizados,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,book_set,empty_vs_value,12V4000M70,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,categoria,empty_vs_value,12VM70-123,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,Cause,empty_vs_value,9002,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,criterio_pn,empty_vs_value,MATCH_CATALOGO,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,Date,empty_vs_value,2022-01-10,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,DD/DTNA,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,Denomination (New Part Number),empty_vs_value,WASHER,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,Denomination(Cause),empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,depuracion_ts,empty_vs_value,2026-05-06T01:09:01Z,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,detalle_cambio,empty_vs_value,match: 000125008427,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,engine,empty_vs_value,4000,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,existeix_gesa,empty_vs_value,true,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,existeix_sust_new,empty_vs_value,true,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,existeix_sust_old,empty_vs_value,true,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,fg_code,empty_vs_value,123,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,fg_fgs_raw,empty_vs_value,123-05,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,FG/FGS,empty_vs_value,123-05,
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,fgs_code_description,empty_vs_value,123 AIR SYSTEM,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,fgs_description,empty_vs_value,AIR SYSTEM,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,FN,formatting_diff,,
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,fn_pdf,expected_rebuild_diff,__undefined__,
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,gesa_error,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,gesa_final,empty_vs_value,SI,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,Hierarchie,empty_vs_value,New,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,hierarchie_final,empty_vs_value,New,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,libro_pag,empty_vs_value,12V4000M70-0154,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,measure_raw,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,MEASUREMENT / STANDARD,empty_vs_value,,"A 8,4"
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,measurement_final,empty_vs_value,8,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,model,empty_vs_value,12VM70,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,MODEL/TYPE,formatting_diff,,
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,MSTAE,empty_vs_value,60,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,MTART,empty_vs_value,YNOR,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,MTU,empty_vs_value,x,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,New Part Number,empty_vs_value,000125008427,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,new_pn_final,empty_vs_value,000125008427,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,norma_raw,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,normalizado_error,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,normalizado_final,empty_vs_value,SI,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,normalizado_pdf,empty_vs_value,,__undefined__
12V4000M70,1900953,RB-12V4000M70-000956,legacy_metadata,nsn_error,empty_vs_value,,__undefined__
